,id,name,overview,first_air_date,popularity,vote_average,vote_count
2966,2660,Codename: Kids Next Door,"Taking numbers instead of names, five extraordinary 10-year-olds form a covert team called the Kids Next Door with one dedicated mission: to free all children from the tyrannical rule of adults.",2002-12-06,1.3691,8.2,786
2967,1813,Father Ted,"A crazy comedy about three rather strange parish priests exiled to Craggy Island, a remote island off the Irish west coast.",1995-04-21,9.3138,8.2,358
2968,157741,Landman,"Set in the proverbial boomtowns of West-Texas and a modern-day tale of fortune-seeking in the world of oil rigs, the series is an upstairs/downstairs story of roughnecks and wildcat billionaires that are fueling a boom so big it’s reshaping our climate, our economy and our geopolitics.",2024-11-17,47.1271,8.164,608
2969,94810,Adventure Time: Distant Lands,"Based on the animated series Adventure Time, these four specials explore the unseen corners of the world with both familiar and exciting brand-new characters.",2020-06-25,12.3546,8.161,557
2970,35016,House of Anubis,"Strange things are happening at an English boarding school called House of Anubis. Popular student Joy goes missing, the school's cranky caretaker has a creepy stuffed crow and the school's attic may be haunted. When recent American transplant Nina gets thrust into the school during this time, she decides to investigate along with her new friend, Fabian, and housemates.",2011-01-01,12.476,8.161,286
2971,202555,Daredevil: Born Again,"Matt Murdock, a blind lawyer with heightened abilities, is fighting for justice through his bustling law firm, while former mob boss Wilson Fisk pursues his own political endeavors in New York. When their past identities begin to emerge, both men find themselves on an inevitable collision course.",2025-03-04,45.3993,8.162,1065
2972,105797,Wizards: Tales of Arcadia,"Merlin’s apprentice joins Arcadia’s heroes on a time-bending adventure in Camelot, where conflict is brewing between the human, troll and magical worlds.",2020-08-07,8.1805,8.16,404
2973,69478,The Handmaid's Tale,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.",2017-04-26,62.0348,8.159,3388
2974,34105,Golden Boy,"Kintaro Oe is a 25-year-old boy who left Tokyo University and now lives a simple life, traveling by bicycle to learn everything he can about the world.",1995-10-27,7.625,8.159,533
2975,240,Jackie Chan Adventures,"Archaeologist Jackie Chan joins forces with his adventurous 11-year-old niece, Jade, to race around the world in search of twelve powerful magical talismans before they fall into the hands of the sinister Dark Hand crime syndicate. Along the way, they're aided by Uncle, Jackie's eccentric yet brilliant uncle, whose ancient knowledge and mystical expertise often prove to be the key to defeating dark forces.",2000-09-09,33.4752,8.16,886
2976,114547,Secrets of Sulphur Springs,"12-year-old Griffin Campbell and his family move to the small town of Sulphur Springs and take ownership of an abandoned hotel rumored to be haunted by the ghost of a girl who disappeared decades ago. Griffin befriends Harper, a bright-eyed, mystery-obsessed classmate and together, they uncover a secret portal that allows them to travel back in time. In the past, they’ll attempt to uncover the key to solving this unsolved mystery, a mystery that affects everyone close to them.",2021-01-15,11.0296,8.2,271
2977,45782,Sword Art Online,"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...",2012-07-08,40.7982,8.158,2156
2978,67178,Marvel's The Punisher,A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.,2017-11-17,66.4507,8.158,3293
2979,2490,The IT Crowd,"The comedic misadventures of Roy, Moss, and their grifting supervisor Jen, a 'motley crew' of IT support workers at a large corporation headed by a hotheaded yuppie.",2006-02-03,17.0767,8.156,1666
2980,236994,Dragon Ball DAIMA,"Mysteriously transformed into mini versions of themselves, Goku and his friends travel to the Demon Realm to uncover the truth and find a cure.",2024-10-11,19.6276,8.156,614
2981,71731,Run Coyote Run,,2017-05-08,4.5833,8.155,316
2982,60728,Kill la Kill,"Honnouji Academy is forcefully ruled by the iron-fisted control of its student council and its president, Satsuki Kiryuin. Transfer student, Ryuko Matoi, arrives on campus carrying a giant sword, that is actually half of a scissor. She is looking for the woman who holds the other half of her sword who killed her father. It is said that Satsuki Kiryuin knows the identity of the killer but when Ryuko confronts her she is beaten by the student council and their powerful ""Goku Uniforms"" whom she cannot match in strength. However, once Ryuko receives her own ""Kamui"" by the name of Senketsu, the odds are lifted in her favor.",2013-10-04,19.1439,8.2,556
2983,196614,Hasta que la plata nos separe,"Alejandra and Rafael come from completely different worlds, but a life-changing accident brings them together. A massive debt forces them to stay close, sparking a relationship full of tension, passion, and unexpected emotions. Between jealousy, heartbreak, and fate’s twists, their story takes unpredictable turns that will test their connection.",2022-05-10,8.4911,8.2,279
2984,195339,Pantheon,"A bullied teen receives mysterious help from someone online: a stranger soon revealed to be her recently deceased father, David, whose consciousness has been uploaded to the Cloud following an experimental destructive brain scan. David is the first of a new kind of being – an “Uploaded Intelligence” or “UI” – but he will not be the last, as a global conspiracy unfolds that threatens to trigger a new kind of world war.",2022-09-01,13.371,8.151,281
2985,56998,High School of the Dead,A small group of students at Fujimi High are fighting for their lives after surviving a zombie outbreak. It is up to Takashi to unite the survivors and escape the horrors that surround them. In this new world of the living dead...will they escape?,2010-07-05,21.1604,8.151,1005
2986,136315,The Bear,"Carmy, a young fine-dining chef, comes home to Chicago to run his family sandwich shop. As he fights to transform the shop and himself, he works alongside a rough-around-the-edges crew that ultimately reveal themselves as his chosen family.",2022-06-23,59.1553,8.2,1881
2987,105971,Star Wars: The Bad Batch,The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,2021-05-04,20.8626,8.149,1184
2988,18011,Vecinos,"The everyday life of people in Mexican neighborhoods, where anything can be found. Each episode interacts between these peculiar neighbors, where they encounter real and fictitious problems.",2005-07-10,17.5879,8.147,1092
2989,101972,Our Last Crusade or the Rise of a New World,"For years, a great war has raged on between the scientifically advanced Empire and a paradise of witches known as the Nebulis Sovereignty. This age-old battle sets the scene for a fateful encounter between two young combatants: an imperial swordsman, Iska, and the witch princess, Aliceliese. As sworn enemies, they vow to cut each other down in order to unite their worlds, and yet Iska finds himself entranced by her beauty and righteousness, while Aliceliese is moved by his strength and resolve. In the midst of a never-ending war that forbids them from being together, they have no choice but to destroy each other-or find another way.",2020-10-04,12.5469,8.146,247
2990,83103,Domestic Girlfriend,"Natsuo is a high school boy who is experiencing the crushing despair of unrequited love. To make matters worse, the person he is in love with is his teacher, Hina. In an attempt to lift his spirits, he attends a mixer where he meets a girl named Rui. The two sleep together, expecting never to see one another again, but fate has other plans. His life suddenly becomes more complicated when his father comes home and announces he has remarried a woman with two daughters whom Natsuo has met before: Hina and Rui!",2019-01-12,7.3652,8.15,472
2991,76148,Derry Girls,"Amidst the political conflict of Northern Ireland in the 1990s, five secondary school students square off with the universal challenges of being a teenager.",2018-01-04,11.1163,8.1,418
2992,74083,My Girlfriend Is Shobitch,"Haruka Shinozaki has been interested in the class representative, Akiho Kousaka, since his first year in high school. She is attractive, good at sports, and is an all-around model student. Since they are in the same class this year, Shinozaki decides to confess his feelings—and, to his shock, Kousaka agrees to be his girlfriend! However, he finds that Kousaka is a bit stranger than he first thought: this seemingly perfect girl has never been in a relationship. But even though she is inexperienced, she vows to please Shinozaki in every way she can... such as learning multiple sex positions or his fetishes. Shinozaki tries to assure her that her studies into such subjects aren't necessary, but Kousaka devotes herself to making him happy in more ways than one.",2017-10-12,8.2106,8.145,207
2993,61720,Violetta,"Violetta is a lonely but exceptionally talented teenager who returns to her hometown of Buenos Aires after living many years on the “old continent”. Back home, she will visit Studio 21, a space full of art and music, and will become a frequent visitor. In her new life, she finds true friends and love, as she discovers her innate talent and passion for music and, in turn, builds and faces the great experience of growing up.",2012-05-14,16.5978,8.145,314
2994,68814,Strong Girl Bong-soon,"Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush.",2017-02-24,9.9429,8.1,324
2995,17572,Kick Buttowski: Suburban Daredevil,"Clarence Buttowski, a young boy, aspires to become the world's greatest daredevil, as he gets help from Gunther, his loyal friend and partner-in-crime.",2010-02-13,22.7763,8.1,671
2996,66329,Doctors,"A recalcitrant, delinquent teen girl meets a compassionate teacher, who inspires her to alter her path and become a street-savvy neurosurgeon.",2016-06-20,5.6942,8.1,330
2997,60573,Silicon Valley,"In the high-tech gold rush of modern Silicon Valley, the people most qualified to succeed are the least capable of handling success. Partially inspired by Mike Judge’s own experiences as a Silicon Valley engineer in the late ‘80s, Silicon Valley is an American sitcom that centers around six programmers who are living together and trying to make it big in the Silicon Valley.",2014-04-06,31.5621,8.143,1996
2998,958,Beast Wars: Transformers,"Two spaceships, one manned by benevolent Maximals, the other by evil Predacons, crash-land on a pre-humanoid planet while en route to Earth. Their crews assume indigenous animal forms to protect themselves from an overabundance of natural energy, transforming into robots to do battle. Thus, the Beast Wars have begun...",1996-04-22,10.0673,8.142,327
2999,61339,Sailor Moon Crystal,Usagi Tsukino is chosen to be a guardian of justice and is sent on a quest to locate a Silver Crystal before the Dark Kingdom invades the Earth.,2014-07-05,20.0256,8.141,663
3000,1395,Gossip Girl,An exclusive group of privileged teens from a posh prep school on Manhattan's Upper East Side whose lives revolve around the blog of the all-knowing albeit ultra-secretive Gossip Girl.,2007-09-19,68.2175,8.141,2340
3001,154494,Lycoris Recoil,"A spirited secret agent and her aloof colleague work in an unassuming, charming cafe while happily helping their customers' out in any way they can.",2022-07-02,12.827,8.1,215
3002,61593,Mr. Pickles,"The Goodman family lives with their lovable pet dog, Mr. Pickles, a deviant border collie with a secret satanic streak.",2014-09-21,10.0496,8.14,863
3003,79061,Craig of the Creek,"Craig and his two friends, Kelsey and JP, embark on adventures in the untamed wilderness of the Creek, a place where children can run wild and free. The group of friends solve mysteries, fulfil quests and compete in battles against the other kids.",2018-03-30,31.3495,8.139,266
3004,72305,Kakegurui,"Run by a corrupt and sadistic school council, the “system” at Hyakkaou is based on gambling, with losers who cannot cover their debts being demeaned by their peers and forced to serve their debtholders. And if that’s not terrifying enough, some games can result in losing an eye, one’s fingernails, or even their life! But the system is shocked when transfer student Yumeko Jabami arrives. Dark, mysterious and attractive, she’s a wildcard who plays for the thrill of it…",2017-07-01,8.4099,8.139,1589
3005,34899,The Magnificent Century,"At the age of 26, when his reign began, Sultan Süleyman sought to build an empire more powerful than Alexander the Great and to render the Ottomans invincible. Throughout his 46-year reign, his fame as the greatest warrior and ruler of his age spreads both to the East and West.  With his companion Pargalı İbrahim, Süleyman achieves great victories, and makes his name known in the Muslim World. Süleyman called İbrahim his brother, friend and advisor. The television series shows Süleyman's consolidation of his power: Pargalı İbrahim being grand minister of state, reinforcing the rule of law throughout the empire, meeting foreign diplomats, and preparing for military campaigns, all set against the backdrop of the tension between Christian Europe and the Ottoman Empire.",2011-01-06,31.1803,8.138,807
3006,154824,See You in My 19th Life,"Ban Ji-eum can endlessly reincarnate. But when her 18th life gets cut short, she dedicates the next one to finding her now grown-up childhood love.",2023-06-17,5.656,8.136,220
3007,202284,Ninja Kamui,"A team of assassins exacts a bloody retribution on Joe Logan – a former ninja who escaped his clan – and his family for betraying their ancient code. Rising from his seeming ""death,"" Joe will re-emerge as his former self – Ninja Kamui – to avenge his family and friends and bring down the very clan that made him.",2024-02-11,13.2875,8.141,359
3008,8779,The Vision of Escaflowne,"High school student Hitomi is transported from Earth to the magical world of Gaea, where she meets boy prince Van Fanel, and is caught up in his quest to unite the countries of Gaea against the ominous Zaibach empire. On the way, she discovers an hidden ability and strives to unravel layers of mystery surrounding Van, his past, and the giant machine known as Escaflowne.",1996-04-02,10.3831,8.1,201
3009,1705,Fringe,"FBI Special Agent Olivia Dunham, brilliant but formerly institutionalized scientist Walter Bishop and his scheming, reluctant son Peter uncover a deadly mystery involving a series of unbelievable events and realize they may be a part of a larger, more disturbing pattern that blurs the line between science fiction and technology.",2008-09-09,57.5319,8.133,2879
3010,900,Skins,"Irreverent comedy drama which follows the messy lives, loves, delirious highs and inevitable lows of a group of raucous teenage friends in Bristol.",2007-01-25,41.8432,8.134,1422
3011,288,¡Mucha Lucha!,"¡Mucha Lucha! is an American-Canadian animated television series created by Eddie Mort and Lili Chin. The show is set in a town centered around lucha libre and follows the adventures of three children, Rikochet, The Flea and Buena Girl, as they struggle through the Foremost World-Renowned International School of Lucha, where they study.",2002-08-17,8.0502,8.1,404
3012,97860,Tower of God,"Reach the top, and everything will be yours. At the top of the tower exists everything in this world, and all of it can be yours. You can become a god. This is the story of the beginning and the end of Rachel, the girl who climbed the tower so she could see the stars, and Bam, the boy who needed nothing but her.",2020-04-02,25.6079,8.132,527
3013,67744,MINDHUNTER,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,2017-10-13,20.8612,8.132,3052
3014,79086,Godfather of Harlem,"Loosely based on infamous crime boss Bumpy Johnson, who in the early 1960s returned from ten years in prison to find the neighborhood he once ruled in shambles. With the streets controlled by the Italian mob, Bumpy attempts to regain his piece of Harlem.",2019-09-29,23.9497,8.131,771
3015,7217,Casados con Hijos,Argentine re-make of American television series Married... with Children. It follows the Argento family and their lives.,2005-04-12,8.7748,8.131,275
3016,215001,Destined with You,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,2023-08-23,6.4707,8.13,239
3017,61695,Beyond the Boundary,"The dark fantasy follows a high school sophomore named Akihito Kanbara. Although the boy appears human, he is half Youmu and invulnerable to wounds because he can heal quickly. One day, Akihito meets freshman Mirai Kuriyama when it seems she is about to jump from the school rooftop. Mirai is isolated because of her ability to manipulate blood, which is considered heresy among members of the spirit world. Disturbing events begin to unfold after Akihito saves Mirai.",2013-10-02,9.2874,8.129,342
3018,45815,Brazil Avenue,"Brazil Avenue is a dynamic, lifelike, and modern telenovela that reveals how unrelenting ambition and inflicted cruelty can change a young girl’s destiny and lead her to seek revenge.

",2012-03-26,17.5811,8.127,1322
3019,202208,The Artful Dodger,"It's a tale of reinvention, betrayal, redemption, and love with a twist. Jack Dawkins is The Artful Dodger, whose pickpocketing fingers have become the skilled hands of a surgeon. He is torn between an impossible love and the criminal underworld he secretly craves. This will require Artfulness.",2023-11-29,16.4714,8.1,242
3020,1104,Mad Men,"Set in 1960-1970 New York, this sexy, stylized and provocative drama follows the lives of the ruthlessly competitive men and women of Madison Avenue advertising.",2007-07-19,66.6812,8.127,1565
3021,1100,How I Met Your Mother,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,2005-09-19,66.9565,8.125,5875
3022,211039,Senna,"Fascinated by cars since childhood, Brazilian racer Ayrton Senna became a sports legend — until tragedy struck, changing Formula 1 forever.",2024-11-29,5.6667,8.124,259
3023,125928,My Adventures with Superman,"Twenty-somethings Clark Kent, the bright and driven Lois Lane, and their best friend Jimmy Olsen begin to discover who they are and everything they can accomplish together as an investigative reporting team at the Daily Planet.",2023-07-07,38.8201,8.131,268
3024,39518,My Babysitter's a Vampire,"Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school.",2011-06-27,8.3931,8.1,360
3025,79649,Project Blue Book,"A chronicle of the true top secret U.S. Air Force-sponsored investigations into UFO-related phenomena in the 1950s and ’60s, known as “Project Blue Book”.",2019-01-08,11.4387,8.121,1131
3026,57041,Gintama,"In a world where aliens have invaded Edo Period Japan, skyscrapers, trains and motor bikes have replaced the simple life of Earth inhabitants. One man however, still carries the soul of a samurai, Gintoki Sakata, otherwise known as Yorozuya Gin-san. As reckless as he is, Gintoki carries his own resolve and is ready to take on any challenge with his fellow companions.",2006-04-04,10.4226,8.131,255
3027,33907,Downton Abbey,"A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.

",2010-09-26,44.1383,8.118,1234
3028,1274,Six Feet Under,"When death is your business, what is your life? For the Fisher family, the world outside of their family-owned funeral home continues to be at least as challenging as—and far less predictable than—the one inside.",2001-06-03,37.3755,8.121,1155
3029,107171,La CQ,"La CQ is about 8 students named Angel, Monche, Beto, Clara, Adri, Roque, Jenny and, Danny. They are in secondary and our going through ups and downs which include bullies, love, assignments and it shows how the kids are like in secondary school",2012-08-06,31.5922,8.1,260
3030,106379,Fallout,"The story of haves and have-nots in a world in which there's almost nothing left to have. 200 years after the apocalypse, the gentle denizens of luxury fallout shelters are forced to return to the irradiated hellscape their ancestors left behind — and are shocked to discover an incredibly complex, gleefully weird, and highly violent universe waiting for them.",2024-04-10,39.9205,8.12,3026
3031,89905,Normal People,"Marianne and Connell weave in and out of each other's lives in this exploration of sex, power and the desire to love and be loved.",2020-04-26,14.5886,8.119,1373
3032,72548,Are You Human?,"Nam Shin is a son from a family who runs a large company. After an unexpected accident, he falls into a coma. His mother Oh Ro-Ra is an authority on brain science and artificial intelligence. She creates an android named Nam Shin III which looks like just like her son Nam Shin. The android pretends to be Nam Shin and he has a bodyguard So-Bong.",2018-06-04,5.8569,8.119,345
3033,65329,Hyouka,"Oreki Houtarou is a minimalistic high school boy. One day, he joins the Classic Literature Club at his elder sister's request. There he meets Chitanda Eru, Fukube Satoshi, and Ibara Mayaka. Chitanda is a calm beautiful girl but she turns into an embodiment of curiosity once she says, ""I'm curious."" Fukube is a smiling boy with a fantastic memory who calls himself a database. Ibara is a short girl and is strict with others and herself. They begin to investigate a case that occurred 45 years ago. Hints of the mystery are buried in an old collection of works of the former members of Classics Club. The collection is titled ""Hyouka.""",2012-04-23,10.5404,8.119,369
3034,219937,Dexter: Original Sin,"In 1991 Miami, Dexter Morgan transitions from student to avenging serial killer. When his bloodthirsty urges can't be ignored any longer, Dexter must learn to channel his inner darkness. With the guidance of his father, Harry, he adopts a Code designed to help him find and kill people who deserve to be eliminated from society without getting on law enforcements' radar. This is a particular challenge for young Dexter as he begins a forensics internship at the Miami Metro Police Department.",2024-12-15,16.3447,8.114,480
3035,61755,"WATAMOTE ~No Matter How I Look at It, It's You Guys Fault I'm Not Popular!~","Fifteen year old Kuroki Tomoko has dated dozens of boys and is easily the most popular girl around-- inside her dating games. In reality, she gets tongue tied just talking to people, and throughout middle school she's only had one actual friend. As she enters high school, she desperately wants to be popular, but doesn't understand that real-life doesn't work like her games. Her artificial successes pave the way to real folly and failure. But why drop this strategy when there's always someone else to blame?!",2013-07-09,6.3347,8.118,326
3036,13643,North & South,"Margaret Hale is a southerner from a country vicarage newly settled in the industrial northern town of Milton. In the shock of her move, she misjudges charismatic cotton mill-owner John Thornton, whose strength of purpose and passion are a match for her own pride and willfulness. When the workers of Milton call a strike, Margaret takes their side, and the two are brought into deeper conflict. As events spiral out of control, Margaret - to her surprise - begins to fall in love with Thornton...",2004-11-14,6.1742,8.118,208
3037,13093,La Madrastra,"After twenty years, María obtains her freedom and returns to Mexico to find Patricia's real murderer. She marries Esteban, her husband, again to regain the affection of her children, who reject her for being their stepmother.",2005-02-07,10.192,8.1,204
3038,87539,Katy Keene,A group of aspiring artists living in New York City try to make their dreams come true.,2020-02-06,3.8745,8.11,277
3039,110562,A Woman Scorned,"Asya is a successful doctor and she has a perfect life with her husband and her son. But after finding a blonde hair on her husband's scarf, everything changes and she discovers her husband's extramarital affair.",2020-10-07,18.6794,8.113,302
3040,308014,Berlin and the Lady with an Ermine,"Hungry for a new heist, Berlin summons the gang to Seville and turns an ambitious duke into the victim of his own plan: to steal a da Vinci masterpiece.",2026-05-15,22.9553,8.112,206
3041,90814,Extracurricular,"Determined to escape a dead-end life, a gifted high school student turns to a world of serious crime to ensure he can pay for college.",2020-04-29,5.5633,8.112,686
3042,121078,Mieruko-chan,"She can see dead people…she just chooses to ignore them. That’s Miko’s plan, anyway, with horrifying (and sometimes hilarious) results.",2021-10-03,12.8606,8.111,380
3043,111110,ONE PIECE,"With his straw hat and ragtag crew, young pirate Monkey D. Luffy goes on an epic voyage for treasure.",2023-08-31,28.085,8.11,1895
3044,97219,"Hi Bye, Mama!","Cha Yu-ri died in an accident five years ago, leaving her husband Cho Gang-hwa to raise their daughter by himself. She becomes a ghost and watches over them until one fateful day she is brought back to life by the deities and told she can become human again if she returns to her place in 49 days. Though her husband has remarried, so she must decide between her or his happiness as she slowly re-integrates back into her old lifestyle.",2020-02-22,4.9281,8.1,456
3045,100565,86 EIGHTY-SIX,"Called “Juggernaut,” these are the unmanned combat drones developed by the Republic of San Magnolia in answer to the attacks by the autonomous unmanned drones of the neighboring Empire of Giad, the “Legion”. But they’re only unmanned in name. In reality, they are piloted by the Eighty-sixers—those considered to be less than human and treated as mere tools. Determined to achieve his own mysterious ends, Shin, the captain of Spearhead Squadron, which is comprised of Eighty-sixers, continues to fight a hopeless war on a battlefield where only death awaits him.",2021-04-11,24.9051,8.109,262
3046,78102,Steins;Gate 0,"Eccentric Rintaro falls into a depression after failing to save Kurisu, but then a neuroscientist offers him the chance to interact with an AI copy.",2018-04-12,11.0899,8.1,308
3047,12406,Powerpuff Girls Z,"Professor Utonium and his son Ken are studying the strange Chemical X. When a mochi cake falls into the formula, it changes into Chemical Z. Ken fires a ray of Chemical Z at a glacier in Tokyo Bay, however that causes strange lights to scatter, some of them aim at three normal girls, Momoko, Miyako, and Kaoru. This gives them the power to transform into superheroes, the Powerpuff Girls Z!",2006-07-01,15.8719,8.1,234
3048,1778,Zoey 101,"Zoey 101 is an American television series which originally aired on Nickelodeon from January 9, 2005 until May 2, 2008. It focuses on the lives of teenager Zoey Brooks and her friends as they attend Pacific Coast Academy, a fictional boarding school in Southern California. It was created by Dan Schneider. It was initially filmed at Pepperdine University in Malibu, California, then at stages in Valencia, California beginning in season 3. It was nominated for an ""Outstanding Children's Program"" Emmy in 2005. Zoey 101 was the most expensive production ever for Nickelodeon series, as it was shot completely on location in Malibu. It was also Nickelodeon's best performance for a series premiere in almost eight years. Despite this, many critics have made negative comments about the show, its setting, and its characters.",2005-01-09,14.2159,8.107,1079
3049,97727,Inside Job,"For employees of the Deep State, conspiracies aren't just theories — they're fact. And keeping them a secret is a full-time job.",2021-10-22,19.8356,8.107,1007
3050,96203,Gleipnir,"Shuichi Kagaya is an ordinary high school kid in a boring little town. But when a beautiful classmate is caught in a warehouse fire, he discovers a mysterious power: he can transform into a furry dog with an oversized revolver and a zipper down his back. He saves the girl’s life, sharing his secret with her. But she’s searching for the sister who killed her family, and she doesn’t care how degrading it gets: she will use Shuichi to accomplish her mission…",2020-04-05,5.3184,8.105,709
3051,78154,My Brilliant Friend,"When the most important friend in her life seems to have disappeared without a trace, Elena Greco, a now-elderly woman immersed in a house full of books, turns on her computer and starts writing the story of their friendship.",2018-11-27,17.2446,8.105,242
3052,76874,Alexa & Katie,Lifelong best friends Alexa and Katie are eagerly anticipating the start of their freshman year of high school. The pals confront a crisis that leaves them feeling like outsiders at a time when what seems to matter most is fitting in.,2018-03-23,9.3049,8.102,230
3053,64757,Vecinos,"Oscar Leal is an irresponsible taxi driver who does not like compromises but a lover of parties. Oscar's life changes when he wins the lottery, going to live in a luxurious apartment where he meets Tatiana, an attractive business executive.",2009-11-24,5.0547,8.102,412
3054,129478,The King's Affection,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",2021-10-11,9.515,8.101,298
3055,713,Chappelle's Show,Dave Chappelle's singular point of view is unleashed through a combination of laidback stand-up and street-smart sketches.,2003-01-22,5.9459,8.105,446
3056,86189,Betty in New York,"Betty is a young Latina in New York who, rejected in multiple jobs, accepts one below her qualifications in the fashion industry. Amid the glamor and business, the war between the pretty and the ugly, Betty grows and faces the biggest challenge of her life: love.",2019-02-06,5.8004,8.1,205
3057,72844,The Haunting of Hill House,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",2018-10-12,19.6056,8.101,2796
3058,64320,Oh My Venus,"Dumped by her boyfriend of 15 years for gaining weight, a lawyer gets help from a hotshot personal trainer to get in shape and turn her life around.",2015-11-16,6.7452,8.1,389
3059,44217,Vikings,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",2013-03-03,108.0271,8.101,7798
3060,32605,The Looney Tunes Show,"Bugs Bunny, Daffy Duck and the rest of the “Looney Tunes” characters are back with more adventures for a new generation of viewers. The animated series features roommates Bugs and Daffy moving out of the woods and into the suburbs, interacting with their neighbors, who happen to be other ""Looney Tunes"" favorites -- including Sylvester, Tweety, Porky Pig and Foghorn Leghorn.",2011-05-03,19.3737,8.098,571
3061,46883,Porque el Amor Manda,"Porque el Amor Manda is a 2012 Mexican telenovela produced by Juan Osorio for Televisa. It is a remake of the Colombian telenovela El secretario, produced by Juan Andrés Flórez in 2011.

Fernando Colunga and Blanca Soto star as the protagonists Claudia Álvarez stars as the antagonist.",2012-10-08,8.5806,8.1,445
3062,1406,Deadwood,"The story of the early days of Deadwood, South Dakota; woven around actual historic events with most of the main characters based on real people. Deadwood starts as a gold mining camp and gradually turns from a lawless wild-west community into an organized wild-west civilized town. The story focuses on the real-life characters Seth Bullock and Al Swearengen.",2004-03-21,27.4929,8.097,980
3063,95,Buffy the Vampire Slayer,"Into every generation a slayer is born: one girl in all the world, a chosen one. She alone will wield the strength and skill to fight the vampires, demons, and the forces of darkness; to stop the spread of their evil and the swell of their number. She is the Slayer.",1997-03-10,53.8528,8.1,2039
3064,1411,Person of Interest,"John Reese, former CIA paramilitary operative, is presumed dead and teams up with reclusive billionaire Finch to prevent violent crimes in New York City by initiating their own type of justice. With the special training that Reese has had in Covert Operations and Finch's genius software inventing mind, the two are a perfect match for the job that they have to complete. With the help of surveillance equipment, they work ""outside the law"" and get the right criminal behind bars. ",2011-09-22,76.8889,8.096,2126
3065,110316,Alice in Borderland,"With his two friends, a video-game-obsessed young man finds himself in a strange version of Tokyo where they must compete in dangerous games to win.",2020-12-10,34.543,8.093,2797
3066,101048,Doc,"When Doctor Andrea Fanti loses 12 years of memories from a brain injury, he finds himself adjusting to a world full of strangers.",2020-03-26,11.9812,8.093,205
3067,82428,All American,"When a rising high school football player from South Central L.A. is recruited to play for Beverly Hills High, the wins, losses and struggles of two families from vastly different worlds - Compton and Beverly Hills - begin to collide. Inspired by the life of pro football player Spencer Paysinger.",2018-10-10,33.085,8.093,495
3068,45016,The Bridge,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer.",2011-09-21,21.9409,8.093,719
3069,19849,Blood+,"Unable to remember the past, high school senior Saya Otonashi must rediscover her destiny in order to defeat the chiropteran vampires that threaten her loved ones' existence.",2005-10-08,13.6923,8.1,285
3070,74094,Our Love Has Always Been 10 Centimeters Apart.,"The moment Miou Aida first met Haruki Serizawa at the Sakuragaoka High School Entrance Ceremony they both felt an unexplainable connection. Despite their completely different personalities, they found themselves walking home together after school every day. As they spend more time together, their feelings for each other grow stronger.",2017-11-25,4.2902,8.092,256
3071,214603,This World Can't Tear Me Down,"When an old friend returns to the neighborhood, Zerocalcare wants to help him find his place back in the world. But what's the right thing to do?",2023-06-09,3.6702,8.089,309
3072,46195,Monogatari,"Koyomi Araragi, a high school student, finds himself constantly encountering girls afflicted by supernatural ""oddities."" He dedicates himself to helping them, often with the aid of the eccentric specialist Meme Oshino. Each arc talks about a different girl's unique struggle and the mysterious cause of their affliction. The series explores themes of adolescence, personal growth, and the complexities of human relationships. It's known for its witty dialogue, stylistic animation, and unique narrative structure.",2009-07-03,42.1959,8.1,528
3073,32910,Transformers: Prime,"Roll out with Optimus Prime, Bumblebee, Arcee, Ratchet, Bulkhead, and the rest of the heroic Autobots as they battle the evil Decepticons. Now that big bad Megatron has returned with a mysterious and dangerous element, Team Prime must prepare for an epic battle.",2010-11-26,16.4831,8.089,481
